base_angle, blade_angle
2.545297575202370126e+02,5.181848307751333316e+00
3.039683207434576389e+02,1.021713134911903182e+02
2.489374079304473639e+02,1.416072407839004654e+01
3.161518431991106581e+02,9.375308672028492651e+01
2.623146475563775581e+01,8.755034729555617901e+01
2.167550805884348222e+02,4.629944471061661915e+01
2.530067976130399643e+02,1.002016535371923283e+02
3.033252257842589756e+02,1.285099276210130981e+00
1.519572131070536329e+02,6.931385480467656635e+01
1.774730627683980231e+02,7.153467343731466599e+01
3.462662354690135658e+02,9.232663384903065662e+01
3.117125141877149304e+02,6.494250428544399156e+00
2.695977862489075960e+02,7.713054056776999801e+01
2.641765006955743615e+02,8.687469403331279239e+01
1.792818649237409829e+02,1.197020821954158123e+02
1.716330487576206565e+02,8.861451142194331965e+01
2.036919566178851824e+02,1.480060234641011974e+01
7.707964736231207326e+01,9.977388879498896301e+00
2.758714977203441663e+02,1.141361689905177457e+02
2.938294540276478415e+02,5.169524908517037431e+01
1.829421855086414155e+02,1.081149145753993821e+02
2.154568255032198181e+02,9.888000689032536172e+01
1.083714380140675360e+01,5.833663334753755869e+00
1.767569642704395108e+02,9.333623736386495295e+01
1.292857851352076892e+01,4.255838123439573195e+01
8.650924247466058148e+01,8.922080937987492177e+01
2.947333812847718946e+02,7.012333657712784429e+01
2.490527789250749358e+00,5.322187878827457297e+01
2.303935171369675174e+02,2.515685211879846861e+01
2.947375635863392063e+01,7.735622949241600566e+01
3.404484813664258240e+02,9.549191996660320569e+01
2.564872145220437574e+02,5.464158915925013105e+01
3.243358014345553784e+02,7.484837400247653250e+01
8.514757315685588424e+01,6.650501974440288677e+01
3.010318532883140819e+01,1.068739527861242351e+02
2.042816626705617864e+02,2.435201217562124043e+00
1.937918992983535560e+01,6.898062026713397188e+01
3.382428264546751393e+02,1.193777618476177054e+02
3.240130714764322875e+02,1.301439660636931173e+01
1.267862277065185026e+02,1.153246498248793301e+02
1.318131605843554439e+02,9.956329689711265019e+01
2.240074526348176676e+02,9.295185951753707343e+01
1.850668589088488716e+02,3.017713680692129685e+01
2.323141187477572487e+02,9.216505345467025734e+01
3.370501403126561968e+02,1.151537429101867218e+02
3.264612288382434713e+02,1.159337723196505010e+02
6.763213866075093961e+01,4.835470244567326858e+01
3.026104896689266752e+02,4.343744282871136875e+01
6.991655761873191466e+01,5.183982652074764275e+01
3.296100586061699005e+02,1.786272902991937173e+01
1.742155722622034375e+01,1.115448292799678285e+02
